A股代码,公司简称,公司全称,所属行业,A股上市日期,B股代码,省份,城市,公司网址,注册地址
002677,浙江美大,浙江美大实业股份有限公司,C 制造业,2012-05-25,,浙江,嘉兴市,www.meida.com,浙江省海宁市袁花镇谈桥81号(海宁市东西大道60KM)
002678,珠江钢琴,广州珠江钢琴集团股份有限公司,C 制造业,2012-05-30,,广东,广州市,www.pearlriverpiano.com,广东省广州市荔湾区花地大道南渔尾西路8号
002679,福建金森,福建金森林业股份有限公司,A 农林牧渔,2012-06-05,,福建,三明市,www.jinsenforestry.com,福建省三明市将乐县水南三华南路48号
002680,长生生物,长生生物科技股份有限公司,C 制造业,2012-06-05,,江苏,连云港市,china.cs-vaccine.com,江苏省连云港市海州开发区秦东门大街1号
002681,奋达科技,深圳市奋达科技股份有限公司,C 制造业,2012-06-05,,广东,深圳市,www.fenda.com,广东省深圳市宝安区石岩洲石路奋达科技园
002682,龙洲股份,福建龙洲运输股份有限公司,G 运输仓储,2012-06-12,,福建,龙岩市,www.lzgf.cn,福建省龙岩市新罗区南环西路112号
002683,宏大爆破,广东宏大爆破股份有限公司,B 采矿业,2012-06-12,,广东,广州市,www.hdbp.com,广东省广州市天河区珠江新城华夏路49号之二津滨腾越大厦北塔21层
002684,猛狮科技,广东猛狮新能源科技股份有限公司,C 制造业,2012-06-12,,广东,汕头市,www.dynavolt.net,广东省汕头市澄海区莲河西路（华富工业区猛狮蓄电池厂内1.2.4幢）
002685,华东重机,无锡华东重型机械股份有限公司,C 制造业,2012-06-12,,江苏,无锡市,www.hdhm.com,江苏省无锡市滨湖经济技术开发区华苑路12号
002686,亿利达,浙江亿利达风机股份有限公司,C 制造业,2012-07-03,,浙江,台州市,www.yilida.com,浙江省台州市路桥区横街镇亿利达路
002687,乔治白,浙江乔治白服饰股份有限公司,C 制造业,2012-07-13,,浙江,温州市,www.giuseppe.cn,浙江省平阳县昆阳镇平瑞公路588号
002688,金河生物,金河生物科技股份有限公司,C 制造业,2012-07-13,,内蒙古,呼和浩特市,www.jinhe.com.cn,内蒙古自治区呼和浩特市托克托县新坪路71号
002689,远大智能,沈阳远大智能工业集团股份有限公司,C 制造业,2012-07-17,,辽宁,沈阳市,www.bltelevator.com,辽宁省沈阳经济技术开发区开发大路27号
002690,美亚光电,合肥美亚光电技术股份有限公司,C 制造业,2012-07-31,,安徽,合肥市,www.chinameyer.com,安徽省合肥市高新区望江西路668号
002691,冀凯股份,冀凯装备制造股份有限公司,C 制造业,2012-07-31,,河北,石家庄市,www.jikaigf.com,河北省石家庄高新区湘江道418号
002692,睿康股份,睿康文远电缆股份有限公司,C 制造业,2012-08-08,,江苏,无锡市,www.yccable.cn,江苏省宜兴市官林镇远程路8号
002693,双成药业,海南双成药业股份有限公司,C 制造业,2012-08-08,,海南,海口市,www.shuangchengmed.com,海南省海口市秀英区兴国路16号
002694,顾地科技,顾地科技股份有限公司,C 制造业,2012-08-16,,湖北,鄂州市,www.goody.com.cn,湖北省鄂州经济开发区吴楚大道18号
002695,煌上煌,江西煌上煌集团食品股份有限公司,C 制造业,2012-09-05,,江西,南昌市,www.jxhsh.com.cn,江西省南昌市南昌县小蓝经济开发区小蓝中大道66号
002696,百洋股份,百洋产业投资集团股份有限公司,A 农林牧渔,2012-09-05,,广西,南宁市,www.baiyang.com,广西壮族自治区南宁高新技术开发区高新四路9号
002697,红旗连锁,成都红旗连锁股份有限公司,F 批发零售,2012-09-05,,四川,成都市,www.hqls.com.cn,四川省成都市高新区西区迪康大道七号
002698,博实股份,哈尔滨博实自动化股份有限公司,C 制造业,2012-09-11,,黑龙江,哈尔滨市,www.boshi.cn,黑龙江省哈尔滨开发区迎宾路集中区东湖街9号
002699,美盛文化,美盛文化创意股份有限公司,R 文化传播,2012-09-11,,浙江,绍兴市,www.chinarising.com.cn,浙江省绍兴市新昌省级高新技术园区内（南岩）
002700,新疆浩源,新疆浩源天然气股份有限公司,D 水电煤气,2012-09-21,,新疆,阿克苏地区,www.hytrq.com,新疆维吾尔自治区阿克苏市英阿瓦提路2号
002701,奥瑞金,奥瑞金包装股份有限公司,C 制造业,2012-10-11,,北京,北京市,www.orgpackaging.com,北京市怀柔区雁栖工业开发区
002702,海欣食品,海欣食品股份有限公司,C 制造业,2012-10-11,,福建,福州市,www.tengxinfoods.com.cn,福建省福州市仓山区金山建新北路150号1#楼
002703,浙江世宝,浙江世宝股份有限公司,C 制造业,2012-11-02,,浙江,金华市,www.zjshibao.com,浙江省义乌市佛堂镇双林路1号
002705,新宝股份,广东新宝电器股份有限公司,C 制造业,2014-01-21,,广东,佛山市,www.donlim.com,广东省佛山市顺德区勒流镇政和南路
002706,良信电器,上海良信电器股份有限公司,C 制造业,2014-01-21,,上海,上海市,www.sh-liangxin.com,上海市浦东新区衡安路668号第4-8幢
002707,众信旅游,众信旅游集团股份有限公司,L 商务服务,2014-01-23,,北京,北京市,www.utourworld.com,北京市朝阳区朝阳公园路8号西2门01号
002708,光洋股份,常州光洋轴承股份有限公司,C 制造业,2014-01-21,,江苏,常州市,www.nrb.com.cn,江苏省常州市新北区汉江路52号
002709,天赐材料,广州天赐高新材料股份有限公司,C 制造业,2014-01-23,,广东,广州市,www.tinci.com,广东省广州市黄埔区云埔工业区东诚片康达路8号
002711,欧浦智网,欧浦智网股份有限公司,G 运输仓储,2014-01-27,,广东,佛山市,corp.opsteel.cn,广东省佛山市顺德区乐从镇路州村委会第二工业区乐成路7号地
002712,思美传媒,思美传媒股份有限公司,L 商务服务,2014-01-23,,浙江,杭州市,www.simei.cc,浙江省杭州市南复路59号
002713,东易日盛,东易日盛家居装饰集团股份有限公司,E 建筑业,2014-02-19,,北京,北京市,www.dyrs.com.cn,北京市房山区长沟镇房易路西侧
002714,牧原股份,牧原食品股份有限公司,A 农林牧渔,2014-01-28,,河南,南阳市,www.hnnxmy.com,河南省南阳市内乡县灌涨镇水田村
002715,登云股份,怀集登云汽配股份有限公司,C 制造业,2014-02-19,,广东,肇庆市,www.huaijivalve.com,广东省怀集县怀城镇登云亭
002716,金贵银业,郴州市金贵银业股份有限公司,C 制造业,2014-01-28,,湖南,郴州市,www.jingui-silver.com,湖南省郴州市苏仙区白露塘镇福城大道1号（湖南郴州高新技术产业园内）
002717,岭南园林,岭南园林股份有限公司,E 建筑业,2014-02-19,,广东,东莞市,www.lnlandscape.com,广东省东莞市东城街道东源路东城文化中心扩建楼1号楼10楼
002718,友邦吊顶,浙江友邦集成吊顶股份有限公司,C 制造业,2014-01-28,,浙江,嘉兴市,www.chinayoubang.com,浙江省嘉兴市海盐县百步工业区北A区
002719,麦趣尔,麦趣尔集团股份有限公司,C 制造业,2014-01-28,,新疆,昌吉回族自治州,www.maiquer.com,新疆维吾尔自治区昌吉回族自治州昌吉市麦趣尔大道
002721,金一文化,北京金一文化发展股份有限公司,C 制造业,2014-01-27,,北京,北京市,www.e-kingee.com,北京市西城区复兴门外大街A2号1号楼515室
002722,金轮股份,金轮蓝海股份有限公司,C 制造业,2014-01-28,,江苏,南通市,www.geron-china.com,江苏省海门经济技术开发区广州路999号
002723,金莱特,广东金莱特电器股份有限公司,C 制造业,2014-01-29,,广东,江门市,www.kennede.com,广东省江门市蓬江区棠下镇金桐路21号
002724,海洋王,海洋王照明科技股份有限公司,C 制造业,2014-11-04,,广东,深圳市,www.haiyangwang.com,广东省深圳市光明新区光明街道高新路1601号海洋王科技楼B栋1层
002725,跃岭股份,浙江跃岭股份有限公司,C 制造业,2014-01-29,,浙江,台州市,www.yuering.com,浙江省温岭市泽国镇泽国大道888号
002726,龙大肉食,山东龙大肉食品股份有限公司,C 制造业,2014-06-26,,山东,烟台市,www.longdameat.com,山东省莱阳市食品工业园
002727,一心堂,云南鸿翔一心堂药业（集团）股份有限公司,F 批发零售,2014-07-02,,云南,昆明市,www.hx8886.com,云南省昆明市经济技术开发区鸿翔路1号
002728,特一药业,特一药业集团股份有限公司,C 制造业,2014-07-31,,广东,台山市,www.tczy.com.cn,广东省台山市北坑工业园
002729,好利来,好利来（中国）电子科技股份有限公司,C 制造业,2014-09-12,,福建,厦门市,www.hollyfuse.com,福建省厦门市翔安区舫山东二路829号
002730,电光科技,电光防爆科技股份有限公司,C 制造业,2014-10-09,,浙江,温州市,www.dianguang.com,浙江省乐清经济开发区纬五路180号
002731,萃华珠宝,沈阳萃华金银珠宝股份有限公司,C 制造业,2014-11-04,,辽宁,沈阳市,www.chjd.com.cn,辽宁省沈阳市大东区北顺城路翠华巷72号
002732,燕塘乳业,广东燕塘乳业股份有限公司,C 制造业,2014-12-05,,广东,广州市,www.yantangmilk.com,广东省广州市天河区沙河燕塘
002733,雄韬股份,深圳市雄韬电源科技股份有限公司,C 制造业,2014-12-03,,广东,深圳市,www.senry-batt.com,广东省深圳市大鹏新区大鹏街道同富工业区雄韬科技园办公楼、1#、2#、3#、8#厂房及9#厂房南栋1至5层
002734,利民股份,利民化工股份有限公司,C 制造业,2015-01-27,,江苏,徐州市,www.chinalimin.com,江苏省新沂经济开发区
002735,王子新材,深圳王子新材料股份有限公司,C 制造业,2014-12-03,,广东,深圳市,www.szwzxc.com,广东省深圳市龙华新区龙华街道油松第十工业区王子工业园
002736,国信证券,国信证券股份有限公司,J 金融业,2014-12-29,,广东,深圳市,www.guosen.com.cn,广东省深圳市罗湖区红岭中路1012号国信证券大厦十六层至二十六层
002737,葵花药业,葵花药业集团股份有限公司,C 制造业,2014-12-30,,黑龙江,哈尔滨市,www.kuihuayaoye.com,黑龙江省哈尔滨高新技术产业开发区迎宾路集中区东湖路18号
002738,中矿资源,中矿资源勘探股份有限公司,M 科研服务,2014-12-30,,北京,北京市,www.nfmec.com,北京市丰台区海鹰路5号503室
002739,万达电影,万达电影股份有限公司,R 文化传播,2015-01-22,,北京,北京市,www.wandacinemas.com,北京市朝阳区建国路93号万达广场B座11层
002740,爱迪尔,深圳市爱迪尔珠宝股份有限公司,C 制造业,2015-01-22,,广东,深圳市,www.idr.com.cn,广东省深圳市罗湖区东晓路1005号北楼二、三楼
002741,光华科技,广东光华科技股份有限公司,C 制造业,2015-02-16,,广东,汕头市,www.jinhuada.com,广东省汕头市大学路295号
002742,三圣股份,重庆三圣实业股份有限公司,C 制造业,2015-02-17,,重庆,重庆市,www.cqsstc.com,重庆市北碚区三圣镇街道
002743,富煌钢构,安徽富煌钢构股份有限公司,C 制造业,2015-02-17,,安徽,合肥市,www.fuhuang.cn,安徽省巢湖市黄麓镇富煌工业园
002745,木林森,木林森股份有限公司,C 制造业,2015-02-17,,广东,中山市,www.zsmls.com,广东省中山市小榄镇木林森大道1号、中山市小榄镇泰丰工业大道中42号之一
002746,仙坛股份,山东仙坛股份有限公司,A 农林牧渔,2015-02-16,,山东,烟台市,www.sdxiantan.com,山东省牟平工业园区（城东）
002747,埃斯顿,南京埃斯顿自动化股份有限公司,C 制造业,2015-03-20,,江苏,南京市,www.estun.com,江苏省南京江宁经济技术开发区将军南路155号
002748,世龙实业,江西世龙实业股份有限公司,C 制造业,2015-03-19,,江西,景德镇市,www.chinaselon.com,江西省乐平市接渡镇（江西世龙实业股份有限公司3栋行政办公楼）
002749,国光股份,四川国光农化股份有限公司,C 制造业,2015-03-20,,四川,成都市,www.scggic.com,四川省简阳市平泉镇
002750,龙津药业,昆明龙津药业股份有限公司,C 制造业,2015-03-24,,云南,昆明市,www.longjin.com.cn,云南省昆明市高新区科高路2188号
002751,易尚展示,深圳市易尚展示股份有限公司,C 制造业,2015-04-24,,广东,深圳市,www.es-display.com,广东省深圳市福田区福强路4001号（深圳文化创意园）AB座三层B301
002752,昇兴股份,昇兴集团股份有限公司,C 制造业,2015-04-22,,福建,福州市,www.shengxingholdings.com,福建省福州市经济技术开发区经一路
002753,永东股份,山西永东化工股份有限公司,C 制造业,2015-05-19,,山西,运城市,www.sxydhg.com,山西省运城市稷山县西社镇高渠村
002755,东方新星,北京东方新星石化工程股份有限公司,E 建筑业,2015-05-15,,北京,北京市,www.bnec.cn,北京市丰台区南四环西路188号七区28号楼
002756,永兴特钢,永兴特种不锈钢股份有限公司,C 制造业,2015-05-15,,浙江,湖州市,www.yongxingbxg.com,浙江省湖州市杨家埠
002757,南兴装备,南兴装备股份有限公司,C 制造业,2015-05-27,,广东,东莞市,www.nanxing.com.cn,广东省东莞市厚街镇科技工业园南兴路
002758,华通医药,浙江华通医药股份有限公司,F 批发零售,2015-05-27,,浙江,绍兴市,www.sxhtyy.net,浙江省绍兴市柯桥区轻纺城大道1605号
002759,天际股份,广东天际电器股份有限公司,C 制造业,2015-05-28,,广东,汕头市,www.tonze.com,广东省汕头市潮汕路金园工业城12-12片区
002760,凤形股份,安徽省凤形耐磨材料股份有限公司,C 制造业,2015-06-11,,安徽,宣城市,www.fengxing.com,安徽省宁国市经济技术开发区东城大道北侧
002761,多喜爱,多喜爱集团股份有限公司,C 制造业,2015-06-10,,湖南,长沙市,www.dohia.com,湖南省长沙市岳麓区麓谷大道627号长海创业基地南二层
002762,金发拉比,金发拉比妇婴童用品股份有限公司,C 制造业,2015-06-10,,广东,汕头市,www.stjinfa.com,广东省汕头市金平区鮀浦鮀济南路107号
002763,汇洁股份,深圳汇洁集团股份有限公司,C 制造业,2015-06-10,,广东,深圳市,www.huijiegroup.com,广东省深圳市福田区深南大道1006号深圳国际创新中心A栋31-33层
002765,蓝黛传动,重庆蓝黛动力传动机械股份有限公司,C 制造业,2015-06-12,,重庆,重庆市,www.cqld.com,重庆市璧山区璧泉街道剑山路100号
002766,索菱股份,深圳市索菱实业股份有限公司,C 制造业,2015-06-11,,广东,深圳市,www.szsoling.com,广东省深圳市南山区深南大道9678号大冲商务中心1栋2号楼（B座）28楼
002767,先锋电子,杭州先锋电子技术股份有限公司,C 制造业,2015-06-12,,浙江,杭州市,www.innover.com.cn,浙江省杭州市滨江区滨安路1186-1号
002768,国恩股份,青岛国恩科技股份有限公司,C 制造业,2015-06-30,,山东,青岛市,www.qdgon.com,山东省青岛市城阳区棘洪滩街道青大工业园2号路
002769,普路通,深圳市普路通供应链管理股份有限公司,L 商务服务,2015-06-29,,广东,深圳市,www.prolto.com,广东省深圳市福田区深南大道1006号深圳国际创新中心A栋21楼
002770,科迪乳业,河南科迪乳业股份有限公司,C 制造业,2015-06-30,,河南,商丘市,www.kedidairy.com,河南省虞城县产业集聚区工业大道18号
002771,真视通,北京真视通科技股份有限公司,I 信息技术,2015-06-29,,北京,北京市,www.bjzst.cn,北京市丰台区科学城航路9号10层1002号[园区]
002772,众兴菌业,天水众兴菌业科技股份有限公司,A 农林牧渔,2015-06-26,,甘肃,天水市,www.tszxjy.cn,甘肃省天水市麦积区国家农业科技园区
002773,康弘药业,成都康弘药业集团股份有限公司,C 制造业,2015-06-26,,四川,成都市,www.cnkh.com,四川省成都市金牛区蜀西路36号
002774,快意电梯,快意电梯股份有限公司,C 制造业,2017-03-24,,广东,东莞市,www.ifelift.com,广东省东莞市清溪镇谢坑村金龙工业区
002775,文科园林,深圳文科园林股份有限公司,E 建筑业,2015-06-29,,广东,深圳市,www.wkyy.com,广东省深圳市福田区深南大道1006号深圳国际创新中心（福田科技广场）A栋35、36层
002776,柏堡龙,广东柏堡龙股份有限公司,M 科研服务,2015-06-26,,广东,揭阳市,www.bobaolon.net,广东省普宁市流沙东街道新坛村新美路南侧大德北路西
002777,久远银海,四川久远银海软件股份有限公司,I 信息技术,2015-12-31,,四川,成都市,www.yinhai.com,四川省成都市高新区科园一路3号2幢
002778,高科石化,江苏高科石化股份有限公司,C 制造业,2016-01-06,,江苏,无锡市,www.jsgaoke.com,江苏省宜兴市徐舍镇鲸塘工业集中区
002779,中坚科技,浙江中坚科技股份有限公司,C 制造业,2015-12-09,,浙江,金华市,www.topsunpower.cc,浙江省永康市经济开发区名园南大道10号
002780,三夫户外,北京三夫户外用品股份有限公司,F 批发零售,2015-12-09,,北京,北京市,www.sanfo.com,北京市西城区马甸南村4号楼-5号（德胜园区）
002781,奇信股份,深圳市奇信建设集团股份有限公司,E 建筑业,2015-12-22,,广东,深圳市,www.qxzs.com,广东省深圳市福田区江南名苑一、二层
002782,可立克,深圳可立克科技股份有限公司,C 制造业,2015-12-22,,广东,深圳市,www.clickele.com,广东省深圳市宝安区福永街道桥头社区正中工业厂区7栋1、2、4层
002783,凯龙股份,湖北凯龙化工集团股份有限公司,C 制造业,2015-12-09,,湖北,荆门市,www.hbklgroup.cn,湖北省荆门市东宝区泉口路20号
002785,万里石,厦门万里石股份有限公司,C 制造业,2015-12-23,,福建,厦门市,www.wanlistone.com,福建省厦门市思明区湖滨北路201号宏业大厦8楼
002786,银宝山新,深圳市银宝山新科技股份有限公司,C 制造业,2015-12-23,,广东,深圳市,www.basismold.com,广东省深圳市宝安区石岩街道罗租社区建兴路5号
002787,华源控股,苏州华源控股股份有限公司,C 制造业,2015-12-31,,江苏,苏州市,www.huayuan-print.com,江苏省苏州市吴江区桃源镇桃乌公路东侧
002788,鹭燕医药,鹭燕医药股份有限公司,F 批发零售,2016-02-18,,福建,厦门市,www.luyan.com.cn,福建省厦门市湖里区安岭路1004号
002789,建艺集团,深圳市建艺装饰集团股份有限公司,E 建筑业,2016-03-11,,广东,深圳市,www.jyzs.com.cn,广东省深圳市福田区振兴路建艺大厦19层东
002790,瑞尔特,厦门瑞尔特卫浴科技股份有限公司,C 制造业,2016-03-08,,福建,厦门市,www.rtplumbing.com,福建省厦门市海沧区后祥路18号
002791,坚朗五金,广东坚朗五金制品股份有限公司,C 制造业,2016-03-29,,广东,东莞市,www.kinlong.com,广东省东莞市塘厦镇大坪坚朗路3号
002792,通宇通讯,广东通宇通讯股份有限公司,C 制造业,2016-03-28,,广东,中山市,www.tycc.cn,广东省中山市火炬开发区金通街3号
002793,东音股份,浙江东音泵业股份有限公司,C 制造业,2016-04-15,,浙江,台州市,www.doyin.com,浙江省温岭市大溪镇大石一级公路南侧
002795,永和智控,永和流体智控股份有限公司,C 制造业,2016-04-28,,浙江,台州市,www.yhvalve.com,浙江省玉环县清港镇工业产业集聚区
002796,世嘉科技,苏州市世嘉科技股份有限公司,C 制造业,2016-05-10,,江苏,苏州市,www.sz-shijia.com,江苏省苏州市塘西路28号
002797,第一创业,第一创业证券股份有限公司,J 金融业,2016-05-11,,广东,深圳市,www.firstcapital.com.cn,广东省深圳市福田区福华一路115号投行大厦20楼
002798,帝王洁具,四川帝王洁具股份有限公司,C 制造业,2016-05-25,,四川,资阳市,www.monarch-sw.com,四川省简阳市贾家镇工业开发区
002799,环球印务,西安环球印务股份有限公司,C 制造业,2016-06-08,,陕西,西安市,www.globalprinting.cn,陕西省西安市高新区科技一路32号
002800,天顺股份,新疆天顺供应链股份有限公司,G 运输仓储,2016-05-30,,新疆,乌鲁木齐市,www.xjtsscm.com,新疆维吾尔自治区乌鲁木齐经济技术开发区赛里木湖路133号
002801,微光股份,杭州微光电子股份有限公司,C 制造业,2016-06-22,,浙江,杭州市,www.wgmotor.com,浙江省杭州市余杭经济开发区兴中路365号
002802,洪汇新材,无锡洪汇新材料科技股份有限公司,C 制造业,2016-06-29,,江苏,无锡市,www.wuxihonghui.com,江苏省无锡市锡山区东港镇新材料产业园
002803,吉宏股份,厦门吉宏包装科技股份有限公司,C 制造业,2016-07-12,,福建,厦门市,www.jihong.cc,福建省厦门市海沧区东孚工业区二期浦头路9号
002805,丰元股份,山东丰元化学股份有限公司,C 制造业,2016-07-07,,山东,枣庄市,www.fengyuanhuaxue.com,山东省枣庄市台儿庄区东顺路1227号
002806,华锋股份,肇庆华锋电子铝箔股份有限公司,C 制造业,2016-07-26,,广东,肇庆市,www.c-hfcc.com,广东省肇庆市端州区端州工业城
002807,江阴银行,江苏江阴农村商业银行股份有限公司,J 金融业,2016-09-02,,江苏,无锡市,www.jybank.com.cn,江苏省江阴市澄江中路1号
002808,苏州恒久,苏州恒久光电科技股份有限公司,C 制造业,2016-08-12,,江苏,苏州市,www.sgt21.com,江苏省苏州市高新区火炬路38号
002809,红墙股份,广东红墙新材料股份有限公司,C 制造业,2016-08-23,,广东,惠州市,www.redwall.com.cn,广东省博罗县石湾镇科技产业园
002810,山东赫达,山东赫达股份有限公司,C 制造业,2016-08-26,,山东,淄博市,www.sdhead.com,山东省淄博市周村经济开发区西北外环路999号
002811,亚泰国际,深圳市亚泰国际建设股份有限公司,E 建筑业,2016-09-08,,广东,深圳市,www.atgcn.com,广东省深圳市福田区中心区益田路与福华路交汇处卓越时代广场4B01、4B02
002812,创新股份,云南创新新材料股份有限公司,C 制造业,2016-09-14,,云南,玉溪市,www.cxxcl.cn,云南省玉溪市高新区抚仙路125号
002813,路畅科技,深圳市路畅科技股份有限公司,C 制造业,2016-10-12,,广东,深圳市,www.roadrover.cn,广东省深圳市南山区海天一路11号5栋C座8楼、9楼
002815,崇达技术,深圳市崇达电路技术股份有限公司,C 制造业,2016-10-12,,广东,深圳市,www.suntakpcb.com,广东省深圳市光明新区光明街道观光路3009号招商局光明科技园A3栋C单元207
002816,和科达,深圳市和科达精密清洗设备股份有限公司,C 制造业,2016-10-25,,广东,深圳市,www.hkdholding.com,广东省深圳市龙华新区大浪街道华旺路和科达工业园3号厂房三楼
002817,黄山胶囊,安徽黄山胶囊股份有限公司,C 制造业,2016-10-25,,安徽,宣城市,www.hsjn.com,安徽省宣城市旌德县白地洪川
002818,富森美,成都富森美家居股份有限公司,L 商务服务,2016-11-09,,四川,成都市,www.fsmjj.cn,四川省成都市蓉都大道将军路68号
002819,东方中科,北京东方中科集成科技股份有限公司,F 批发零售,2016-11-11,,北京,北京市,www.jicheng.net.cn,北京市海淀区阜成路67号银都大厦12层
002820,桂发祥,天津桂发祥十八街麻花食品股份有限公司,C 制造业,2016-11-18,,天津,天津市,www.gfx.com.cn,天津市河西区洞庭路32号
002821,凯莱英,凯莱英医药集团（天津）股份有限公司,C 制造业,2016-11-18,,天津,天津市,www.asymchem.com.cn,天津市经济技术开发区洞庭三街6号
002822,中装建设,深圳市中装建设集团股份有限公司,E 建筑业,2016-11-29,,广东,深圳市,www.zhongzhuang.com,广东省深圳市罗湖区深南东路4002号鸿隆世纪广场四-五层（仅限办公）
002823,凯中精密,深圳市凯中精密技术股份有限公司,C 制造业,2016-11-24,,广东,深圳市,www.kaizhong.com,广东省深圳市宝安区沙井街道新桥芙蓉工业区2#、4#、7#、9#栋、厂房3栋
002824,和胜股份,广东和胜工业铝材股份有限公司,C 制造业,2017-01-12,,广东,中山市,www.hoshion.com,广东省中山市三乡镇前陇工业区美源路5号、广东省中山市三乡镇西山社区华曦路3号
002825,纳尔股份,上海纳尔数码喷印材料股份有限公司,C 制造业,2016-11-29,,上海,上海市,www.nar.com.cn,上海市浦东新区新场镇新瀚路26号
002826,易明医药,西藏易明西雅医药科技股份有限公司,C 制造业,2016-12-09,,西藏,拉萨市,www.emyy.cn,西藏自治区拉萨经济技术开发区林琼岗路6号
002827,高争民爆,西藏高争民爆股份有限公司,C 制造业,2016-12-09,,西藏,拉萨市,www.xzmbgf.com,西藏自治区拉萨市北京西路133号
002828,贝肯能源,新疆贝肯能源工程股份有限公司,B 采矿业,2016-12-08,,新疆,克拉玛依市,www.beiken.com,新疆维吾尔自治区克拉玛依市白碱滩区门户路91号
002829,星网宇达,北京星网宇达科技股份有限公司,C 制造业,2016-12-13,,北京,北京市,www.starneto.com,北京市海淀区蓝靛厂东路2号院2号楼4层1单元（A座）5C
002830,名雕股份,深圳市名雕装饰股份有限公司,E 建筑业,2016-12-13,,广东,深圳市,www.mingdiao.com.cn,广东省深圳市罗湖区宝安北笋岗仓831、830号陆层615、616房
002831,裕同科技,深圳市裕同包装科技股份有限公司,C 制造业,2016-12-16,,广东,深圳市,www.szyuto.com,广东省深圳市宝安区石岩街道水田社区石环路1号A栋，B栋，C栋，E栋，H栋，J栋，G栋
002832,比音勒芬,比音勒芬服饰股份有限公司,C 制造业,2016-12-23,,广东,广州市,www.biemlf.com,广东省广州市番禺区南村镇兴业大道309号
002833,弘亚数控,广州弘亚数控机械股份有限公司,C 制造业,2016-12-28,,广东,广州市,www.kdtmac.com,广东省广州市黄埔区云埔工业区云开路3号
002835,同为股份,深圳市同为数码科技股份有限公司,C 制造业,2016-12-28,,广东,深圳市,www.tvt.net.cn,广东省深圳市南山区高新技术产业园南区东部中电照明研发中心北六楼E室
002836,新宏泽,广东新宏泽包装股份有限公司,C 制造业,2016-12-29,,广东,潮州市,www.newglp.com,广东省潮州市潮州大道北片工业区北站二路宏泽工业园
002837,英维克,深圳市英维克科技股份有限公司,C 制造业,2016-12-29,,广东,深圳市,www.envicool.com,广东省深圳市龙华区观澜街道观光路1303号鸿信工业园9号厂房1-3楼
002838,道恩股份,山东道恩高分子材料股份有限公司,C 制造业,2017-01-06,,山东,烟台市,www.dawnprene.com,山东省龙口市振兴路北首道恩经济园工业园区
002839,张家港行,江苏张家港农村商业银行股份有限公司,J 金融业,2017-01-24,,江苏,苏州市,www.zrcbank.com,江苏省张家港市杨舍镇人民中路66号
002840,华统股份,浙江华统肉制品股份有限公司,C 制造业,2017-01-10,,浙江,金华市,www.huatongmeat.com,浙江省义乌市义亭镇姑塘工业小区
002841,视源股份,广州视源电子科技股份有限公司,C 制造业,2017-01-19,,广东,广州市,www.cvte.com,广东省广州市黄埔区云埔四路6号
002842,翔鹭钨业,广东翔鹭钨业股份有限公司,C 制造业,2017-01-19,,广东,潮州市,www.xl-tungsten.com,广东省潮州市湘桥区官塘镇庵头工业区
002843,泰嘉股份,湖南泰嘉新材料科技股份有限公司,C 制造业,2017-01-20,,湖南,长沙市,www.bichamp.com,湖南省长沙市望城经济技术开发区泰嘉路68号
002845,同兴达,深圳同兴达科技股份有限公司,C 制造业,2017-01-25,,广东,深圳市,www.txdkj.com,广东省深圳市龙华新区龙华街道工业东路利金城科技工业园3#厂房4楼
002846,英联股份,广东英联包装股份有限公司,C 制造业,2017-02-07,,广东,汕头市,www.enpackcorp.com,广东省汕头市濠江区达南路中段
002847,盐津铺子,盐津铺子食品股份有限公司,C 制造业,2017-02-08,,湖南,长沙市,www.yanjinpuzi.com,湖南省浏阳生物医药工业园
002848,高斯贝尔,高斯贝尔数码科技股份有限公司,C 制造业,2017-02-13,,湖南,郴州市,www.gospell.com,湖南省郴州市苏仙区观山洞街道高斯贝尔产业园
002849,威星智能,浙江威星智能仪表股份有限公司,C 制造业,2017-02-17,,浙江,杭州市,www.viewshine.cn,浙江省杭州市拱墅区莫干山路1418-41号6号楼（上城科技工业基地）
002850,科达利,深圳市科达利实业股份有限公司,C 制造业,2017-03-02,,广东,深圳市,www.kedali.com.cn,广东省深圳市宝安区大浪街道华兴路北侧中建工业区第一栋厂房三层
002851,麦格米特,深圳麦格米特电气股份有限公司,C 制造业,2017-03-06,,广东,深圳市,www.megmeet.com,广东省深圳市南山区高新区北区朗山路13号清华紫光科技园5层A、B、C501-503、D、E
002852,道道全,道道全粮油股份有限公司,C 制造业,2017-03-10,,湖南,岳阳市,www.ddqly.com,湖南省岳阳经济技术开发区营盘岭路113号
002853,皮阿诺,广东皮阿诺科学艺术家居股份有限公司,C 制造业,2017-03-10,,广东,中山市,www.pianor.com,广东省中山市阜沙镇上南村、中山市阜沙镇安华路2号之一
002855,捷荣技术,东莞捷荣技术股份有限公司,C 制造业,2017-03-21,,广东,东莞市,www.chitwing.com,广东省东莞市长安镇新安工业园
002856,美芝股份,深圳市美芝装饰设计工程股份有限公司,E 建筑业,2017-03-20,,广东,深圳市,www.szmeizhi.com,广东省深圳市福田区八卦四路科研楼7栋1-6层
002857,三晖电气,郑州三晖电气股份有限公司,C 制造业,2017-03-23,,河南,郑州市,www.cnsms.com,河南省郑州市经济技术开发区第五大街85号
