A股代码,公司简称,公司全称,所属行业,A股上市日期,B股代码,省份,城市,公司网址,注册地址
002858,力盛赛车,上海力盛赛车文化股份有限公司,R 文化传播,2017-03-24,,上海,上海市,www.lsracing.cn,上海市松江区佘山镇沈砖公路3000号
002859,洁美科技,浙江洁美电子科技股份有限公司,C 制造业,2017-04-07,,浙江,湖州市,www.jmkj.com,浙江省安吉经济开发区阳光工业园区
002860,星帅尔,杭州星帅尔电器股份有限公司,C 制造业,2017-04-12,,浙江,杭州市,www.hzstarshuaier.com,浙江省杭州市富阳区受降镇祝家村交界岭99号（2、3、4、5幢）
002861,瀛通通讯,湖北瀛通通讯线材股份有限公司,C 制造业,2017-04-13,,湖北,咸宁市,www.yingtong-wire.com,湖北省通城县隽水镇经济开发区新塔社区
002862,实丰文化,实丰文化发展股份有限公司,C 制造业,2017-04-11,,广东,汕头市,www.sunfuntoys.com,广东省汕头市澄海区文冠路澄华工业区
002863,今飞凯达,浙江今飞凯达轮毂股份有限公司,C 制造业,2017-04-18,,浙江,金华市,www.jfkd.com.cn,浙江省金华市工业园区仙华南街800号
002865,钧达股份,海南钧达汽车饰件股份有限公司,C 制造业,2017-04-25,,海南,海口市,,海南省海口市南海大道168号海口保税区内海南钧达大楼
002866,传艺科技,江苏传艺科技股份有限公司,C 制造业,2017-04-26,,江苏,扬州市,www.transimage.com,江苏省高邮市高邮经济开发区凌波路33号
002867,周大生,周大生珠宝股份有限公司,F 批发零售,2017-04-27,,广东,深圳市,www.chowtaiseng.com,广东省深圳市罗湖区文锦北路田贝花园裙楼商场叁层301
002868,绿康生化,绿康生化股份有限公司,C 制造业,2017-05-03,,福建,南平市,www.pclifecome.com,福建省浦城县南浦生态工业园区19号
002869,金溢科技,深圳市金溢科技股份有限公司,C 制造业,2017-05-15,,广东,深圳市,www.genvict.com,广东省深圳市南山区科苑路清华信息港研发楼A栋12层
002870,香山股份,广东香山衡器集团股份有限公司,C 制造业,2017-05-15,,广东,中山市,www.camry.com.cn,广东省中山市东区起湾道东侧白沙湾工业园区
002871,伟隆股份,青岛伟隆阀门股份有限公司,C 制造业,2017-05-11,,山东,青岛市,www.weilongvalve.com,山东省青岛即墨市蓝村镇兴和路45号
002872,天圣制药,天圣制药集团股份有限公司,F 批发零售,2017-05-19,,重庆,重庆市,www.tszy.com.cn,重庆市朝阳工业园区（垫江桂溪）
002873,新天药业,贵阳新天药业股份有限公司,C 制造业,2017-05-19,,贵州,贵阳市,www.gyxtyy.com,贵州省贵阳国家高新技术产业开发区新添大道114号
002875,安奈儿,深圳市安奈儿股份有限公司,C 制造业,2017-06-01,,广东,深圳市,www.annil.com,广东省深圳市龙岗区坂田街道雪岗路2018号天安云谷产业园一期3栋A座13-17楼
002876,三利谱,深圳市三利谱光电科技股份有限公司,C 制造业,2017-05-25,,广东,深圳市,www.sunnypol.com,广东省深圳市光明新区公明办事处楼村社区第二工业区同富一路5号第1-9栋
002877,智能自控,无锡智能自控工程股份有限公司,C 制造业,2017-06-05,,江苏,无锡市,www.wuxismart.com,江苏省无锡市锡达路258号
002878,元隆雅图,北京元隆雅图文化传播股份有限公司,L 商务服务,2017-06-06,,北京,北京市,www.ylyato.com,北京市西城区平原里21号楼5层A606
002880,卫光生物,深圳市卫光生物制品股份有限公司,C 制造业,2017-06-16,,广东,深圳市,www.szwg.com,广东省深圳市光明新区光明街道光侨大道3402号
300001,特锐德,青岛特锐德电气股份有限公司,C 制造业,2009-10-30,,山东,青岛市,www.qdtgood.com,山东省青岛市崂山区松岭路336号
300002,神州泰岳,北京神州泰岳软件股份有限公司,I 信息技术,2009-10-30,,北京,北京市,www.ultrapower.com.cn,北京市海淀区万泉庄路28号万柳新贵大厦A座6层601室
300003,乐普医疗,乐普（北京）医疗器械股份有限公司,C 制造业,2009-10-30,,北京,北京市,www.lepumedical.com,北京市昌平区超前路37号
300004,南风股份,南方风机股份有限公司,C 制造业,2009-10-30,,广东,佛山市,www.ntfan.com,广东省佛山市南海区小塘三环西路(狮南段)31号
300005,探路者,探路者控股集团股份有限公司,C 制造业,2009-10-30,,北京,北京市,www.toread.com.cn,北京市昌平区科技园区永安路26号609-06
300006,莱美药业,重庆莱美药业股份有限公司,C 制造业,2009-10-30,,重庆,重庆市,www.cqlummy.com,重庆市南岸区玉马路99号
300007,汉威电子,河南汉威电子股份有限公司,C 制造业,2009-10-30,,河南,郑州市,www.hwsensor.com,河南省郑州高新技术开发区雪松路169号
300008,天海防务,天海融合防务装备技术股份有限公司,M 科研服务,2009-10-30,,上海,上海市,www.bestwaysh.com,上海市松江区莘砖公路518号10幢8层
300009,安科生物,安徽安科生物工程(集团)股份有限公司,C 制造业,2009-10-30,,安徽,合肥市,www.ankebio.com,安徽省合肥市长江西路669号高新区海关路K-1
300010,立思辰,北京立思辰科技股份有限公司,I 信息技术,2009-10-30,,北京,北京市,www.lanxum.com,北京市门头沟区石龙南路6号1幢6-206室
300011,鼎汉技术,北京鼎汉技术股份有限公司,C 制造业,2009-10-30,,北京,北京市,www.dinghantech.com,北京市丰台区南四环西路188号十八区2号楼（园区）
300012,华测检测,华测检测认证集团股份有限公司,M 科研服务,2009-10-30,,广东,深圳市,www.cti-cert.com,广东省深圳市宝安区70区留仙三路6号鸿威工业园C栋厂房1楼
300013,新宁物流,江苏新宁现代物流股份有限公司,G 运输仓储,2009-10-30,,江苏,苏州市,www.xinning.com.cn,江苏省昆山市张浦镇阳光西路760号
300014,亿纬锂能,惠州亿纬锂能股份有限公司,C 制造业,2009-10-30,,广东,惠州市,www.evebattery.com,广东省惠州市仲恺高新区惠风七路36号
300015,爱尔眼科,爱尔眼科医院集团股份有限公司,Q 卫生,2009-10-30,,湖南,长沙市,www.aierchina.com,湖南省长沙市芙蓉区长冲路99号隆平高科技园省科研成果转化中心一楼
300016,北陆药业,北京北陆药业股份有限公司,C 制造业,2009-10-30,,北京,北京市,www.beilu.com.cn,北京市密云区水源西路3号
300017,网宿科技,网宿科技股份有限公司,I 信息技术,2009-10-30,,上海,上海市,www.chinanetcenter.com,上海嘉定环城路200号
300018,中元股份,武汉中元华电科技股份有限公司,C 制造业,2009-10-30,,湖北,武汉市,www.zyhd.com.cn,湖北省武汉东湖新技术开发区华中科技大学科技园六路6号
300019,硅宝科技,成都硅宝科技股份有限公司,C 制造业,2009-10-30,,四川,成都市,www.cnguibao.com,四川省成都高新区新园大道16号
300020,银江股份,银江股份有限公司,I 信息技术,2009-10-30,,浙江,杭州市,www.enjoyor.net,浙江省杭州市益乐路223号1幢1层
300021,大禹节水,大禹节水集团股份有限公司,C 制造业,2009-10-30,,甘肃,酒泉市,www.gsdyjsgs.com,甘肃省酒泉市解放路290号
300022,吉峰农机,吉峰农机连锁股份有限公司,F 批发零售,2009-10-30,,四川,成都市,www.gifore.com,四川省成都市郫县成都现代工业港北部园区港通北二路219号
300023,宝德股份,西安宝德自动化股份有限公司,L 商务服务,2009-10-30,,陕西,西安市,www.bode-e.com,陕西省西安市高新区草堂科技产业基地秦岭大道西付6号
300024,机器人,沈阳新松机器人自动化股份有限公司,C 制造业,2009-10-30,,辽宁,沈阳市,www.siasun.com,辽宁省沈阳市浑南新区金辉街16号
300025,华星创业,杭州华星创业通信技术股份有限公司,I 信息技术,2009-10-30,,浙江,杭州市,www.hxcy.com.cn,浙江省杭州市滨江区长河街道聚才路500号
300026,红日药业,天津红日药业股份有限公司,C 制造业,2009-10-30,,天津,天津市,www.chasesun.cn,天津新技术产业园区武清开发区泉发路西
300027,华谊兄弟,华谊兄弟传媒股份有限公司,R 文化传播,2009-10-30,,浙江,金华市,www.huayimedia.com,浙江省东阳市横店影视产业实验区C1001
300028,金亚科技,金亚科技股份有限公司,C 制造业,2009-10-30,,四川,成都市,www.geeya.cn,四川省成都市蜀西路50号
300029,天龙光电,江苏华盛天龙光电设备股份有限公司,C 制造业,2009-12-25,,江苏,常州市,www.hstl.cn,江苏省金坛经济开发区华城路318号
300030,阳普医疗,广州阳普医疗科技股份有限公司,C 制造业,2009-12-25,,广东,广州市,www.improve-medical.com,广东省广州市经济技术开发区科学城开源大道102号
300031,宝通科技,无锡宝通科技股份有限公司,I 信息技术,2009-12-25,,江苏,无锡市,www.btdy.com,江苏省无锡市新吴区张公路19号
300032,金龙机电,金龙机电股份有限公司,C 制造业,2009-12-25,,浙江,温州市,www.kotl.com.cn,浙江省乐清市北白象镇进港大道边金龙科技园
300033,同花顺,浙江核新同花顺网络信息股份有限公司,I 信息技术,2009-12-25,,浙江,杭州市,www.10jqka.com.cn,浙江省杭州市余杭区同顺街18号
300034,钢研高纳,北京钢研高纳科技股份有限公司,C 制造业,2009-12-25,,北京,北京市,www.cisri-gaona.com.cn,北京市海淀区大柳树南村19号
300035,中科电气,湖南中科电气股份有限公司,C 制造业,2009-12-25,,湖南,岳阳市,www.cseco.cn,湖南省岳阳经济技术开发区岳阳大道中科工业园
300036,超图软件,北京超图软件股份有限公司,I 信息技术,2009-12-25,,北京,北京市,www.supermap.com.cn,北京市朝阳区酒仙桥北路甲10号电子城IT产业园107楼6层
300037,新宙邦,深圳新宙邦科技股份有限公司,C 制造业,2010-01-08,,广东,深圳市,www.capchem.com,广东省深圳市坪山区沙坣同富裕工业区
300038,梅泰诺,北京梅泰诺通信技术股份有限公司,C 制造业,2010-01-08,,北京,北京市,www.miteno.com,北京市西城区新街口外大街28号主楼302室(德胜园区)
300039,上海凯宝,上海凯宝药业股份有限公司,C 制造业,2010-01-08,,上海,上海市,www.xykb.com,上海市工业综合开发区程普路88号
300040,九洲电气,哈尔滨九洲电气股份有限公司,C 制造业,2010-01-08,,黑龙江,哈尔滨市,www.jze.com.cn,黑龙江省哈尔滨市南岗区哈平路609号
300041,回天新材,湖北回天新材料股份有限公司,C 制造业,2010-01-08,,湖北,襄阳市,www.huitian.net.cn,湖北省襄阳市国家高新技术开发区航天路7号
300042,朗科科技,深圳市朗科科技股份有限公司,C 制造业,2010-01-08,,广东,深圳市,www.netac.com.cn,广东省深圳市南山区高新技术产业园区高新南六道朗科大厦16、18、19楼
300043,星辉娱乐,星辉互动娱乐股份有限公司,C 制造业,2010-01-20,,广东,汕头市,www.rastar.cn,广东省汕头市澄海区星辉工业园(上华镇夏岛路北侧)
300044,赛为智能,深圳市赛为智能股份有限公司,I 信息技术,2010-01-20,,广东,深圳市,www.szsunwin.com,广东省深圳市南山区高新区科技中二路软件园2号楼3楼
300045,华力创通,北京华力创通科技股份有限公司,C 制造业,2010-01-20,,北京,北京市,www.hwacreate.com.cn,北京市海淀区东北旺西路8号院中关村软件园乙18号楼创通科技大厦
300046,台基股份,湖北台基半导体股份有限公司,C 制造业,2010-01-20,,湖北,襄阳市,www.tech-sem.com,湖北省襄阳市襄城区胜利街162号
300047,天源迪科,深圳天源迪科信息技术股份有限公司,I 信息技术,2010-01-20,,广东,深圳市,www.tydic.com,广东省深圳市南山区粤海街道高新区南区市高新技术工业村T3栋B3楼
300048,合康新能,北京合康新能科技股份有限公司,C 制造业,2010-01-20,,北京,北京市,www.hiconics.com,北京市石景山区古城西街19号中小企业基地院内
300049,福瑞股份,内蒙古福瑞医疗科技股份有限公司,C 制造业,2010-01-20,,内蒙古,乌兰察布市,www.fu-rui.com,内蒙古自治区乌兰察布盟集宁市解放路103号
300050,世纪鼎利,珠海世纪鼎利科技股份有限公司,I 信息技术,2010-01-20,,广东,珠海市,www.dingli.com,广东省珠海市港湾大道科技五路8号一层
300051,三五互联,厦门三五互联科技股份有限公司,I 信息技术,2010-02-11,,福建,厦门市,www.35.com,福建省厦门市火炬高新技术产业开发区软件园二期观日路8号一层
300052,中青宝,深圳中青宝互动网络股份有限公司,I 信息技术,2010-02-11,,广东,深圳市,www.zqgame.com.cn,广东省深圳市福田区深南中路电子科技大厦C座43层A1
300053,欧比特,珠海欧比特控制工程股份有限公司,C 制造业,2010-02-11,,广东,珠海市,www.myorbita.net,广东省珠海市唐家东岸白沙路1号欧比特科技园
300054,鼎龙股份,湖北鼎龙控股股份有限公司,C 制造业,2010-02-11,,湖北,武汉市,www.dinglongchem.com,湖北省武汉市经济技术开发区东荆河路1号
300055,万邦达,北京万邦达环保技术股份有限公司,E 建筑业,2010-02-26,,北京,北京市,www.waterbd.cn,北京市朝阳区酒仙桥路甲10号3号楼15层1506
300056,三维丝,厦门三维丝环保股份有限公司,C 制造业,2010-02-26,,福建,厦门市,www.savings.com.cn,福建省厦门火炬高新区（翔安）产业区春光路1178-1188号
300057,万顺股份,汕头万顺包装材料股份有限公司,C 制造业,2010-02-26,,广东,汕头市,www.wanshun.cn,广东省汕头保税区万顺工业园
300058,蓝色光标,北京蓝色光标品牌管理顾问股份有限公司,L 商务服务,2010-02-26,,北京,北京市,www.bluefocusgroup.com,北京市朝阳区酒仙桥北路9号（厂区）10幢二层A5-01
300059,东方财富,东方财富信息股份有限公司,I 信息技术,2010-03-19,,上海,上海市,www.eastmoney.com,上海市嘉定区宝安公路2999号1幢
300061,康耐特,上海康耐特光学股份有限公司,C 制造业,2010-03-19,,上海,上海市,www.conantoptical.com,上海市浦东新区川大路555号
300062,中能电气,中能电气股份有限公司,C 制造业,2010-03-19,,福建,福州市,www.ceepower.com,福建省福州市仓山区金山工业区金洲北路
300063,天龙集团,广东天龙油墨集团股份有限公司,L 商务服务,2010-03-26,,广东,肇庆市,www.tlym.cn,广东省肇庆市金渡工业园内
300064,豫金刚石,郑州华晶金刚石股份有限公司,C 制造业,2010-03-26,,河南,郑州市,www.sinocrystal.com.cn,河南省郑州市高新开发区冬青街24号
300065,海兰信,北京海兰信数据科技股份有限公司,C 制造业,2010-03-26,,北京,北京市,www.highlander.com.cn,北京市海淀区中关村东路1号院清华科技园科技大厦C座1902室
300066,三川智慧,三川智慧科技股份有限公司,C 制造业,2010-03-26,,江西,鹰潭市,www.ytsanchuan.com,江西省鹰潭高新区龙岗片区三川水工产业园
